customer_id,churn_probability,churn_predicted,risk_tier,monthly_mrr,mrr_at_risk,recommended_action
CUST_04857,0.5332,1,HIGH,79,42.12,Schedule health-check call this week
CUST_02609,0.5332,1,HIGH,29,15.46,Schedule health-check call this week
CUST_04712,0.5331,1,HIGH,29,15.46,Schedule health-check call this week
CUST_03003,0.5328,1,HIGH,499,265.86,Schedule health-check call this week
CUST_03306,0.5319,1,HIGH,29,15.43,Schedule health-check call this week
CUST_03901,0.5318,1,HIGH,499,265.37,Schedule health-check call this week
CUST_04682,0.5314,1,HIGH,29,15.41,Schedule health-check call this week
CUST_01147,0.5313,1,HIGH,79,41.97,Schedule health-check call this week
CUST_01977,0.5313,1,HIGH,199,105.74,Schedule health-check call this week
CUST_02040,0.5312,1,HIGH,199,105.7,Schedule health-check call this week
CUST_01004,0.5311,1,HIGH,29,15.4,Schedule health-check call this week
CUST_04320,0.5308,1,HIGH,29,15.39,Schedule health-check call this week
CUST_04785,0.5307,1,HIGH,199,105.62,Schedule health-check call this week
CUST_03747,0.5307,1,HIGH,29,15.39,Schedule health-check call this week
CUST_01251,0.5303,1,HIGH,29,15.38,Schedule health-check call this week
CUST_04453,0.5302,1,HIGH,29,15.38,Schedule health-check call this week
CUST_02585,0.53,1,HIGH,199,105.46,Schedule health-check call this week
CUST_02202,0.5298,1,HIGH,79,41.85,Schedule health-check call this week
CUST_01970,0.5293,1,HIGH,29,15.35,Schedule health-check call this week
CUST_00301,0.5292,1,HIGH,29,15.35,Schedule health-check call this week
CUST_02229,0.5292,1,HIGH,79,41.8,Schedule health-check call this week
CUST_02795,0.5291,1,HIGH,29,15.34,Schedule health-check call this week
CUST_04863,0.5291,1,HIGH,199,105.3,Schedule health-check call this week
CUST_04610,0.5287,1,HIGH,199,105.21,Schedule health-check call this week
CUST_02293,0.5282,1,HIGH,79,41.73,Schedule health-check call this week
CUST_01235,0.5278,1,HIGH,199,105.04,Schedule health-check call this week
CUST_04945,0.5276,1,HIGH,29,15.3,Schedule health-check call this week
CUST_01926,0.5268,1,HIGH,79,41.62,Schedule health-check call this week
CUST_02660,0.5267,1,HIGH,29,15.28,Schedule health-check call this week
CUST_03785,0.5265,1,HIGH,79,41.59,Schedule health-check call this week
CUST_00020,0.5264,1,HIGH,199,104.76,Schedule health-check call this week
CUST_03402,0.5263,1,HIGH,79,41.58,Schedule health-check call this week
CUST_04210,0.5258,1,HIGH,499,262.35,Schedule health-check call this week
CUST_00161,0.5258,1,HIGH,29,15.25,Schedule health-check call this week
CUST_02443,0.5253,1,HIGH,79,41.5,Schedule health-check call this week
CUST_03220,0.5253,1,HIGH,199,104.53,Schedule health-check call this week
CUST_01937,0.5252,1,HIGH,199,104.52,Schedule health-check call this week
CUST_04037,0.5244,1,HIGH,199,104.36,Schedule health-check call this week
CUST_00910,0.5242,1,HIGH,79,41.41,Schedule health-check call this week
CUST_00643,0.5241,1,HIGH,29,15.2,Schedule health-check call this week
CUST_01496,0.5239,1,HIGH,79,41.39,Schedule health-check call this week
CUST_04481,0.5237,1,HIGH,29,15.19,Schedule health-check call this week
CUST_02386,0.5236,1,HIGH,29,15.19,Schedule health-check call this week
CUST_02624,0.5236,1,HIGH,79,41.36,Schedule health-check call this week
CUST_01852,0.5235,1,HIGH,499,261.24,Schedule health-check call this week
CUST_04825,0.5233,1,HIGH,199,104.14,Schedule health-check call this week
CUST_02500,0.523,1,HIGH,79,41.32,Schedule health-check call this week
CUST_02017,0.523,1,HIGH,29,15.17,Schedule health-check call this week
CUST_03732,0.523,1,HIGH,29,15.17,Schedule health-check call this week
CUST_04537,0.5228,1,HIGH,199,104.05,Schedule health-check call this week
CUST_02695,0.5226,1,HIGH,199,103.99,Schedule health-check call this week
CUST_00759,0.5224,1,HIGH,29,15.15,Schedule health-check call this week
CUST_00169,0.5221,1,HIGH,199,103.91,Schedule health-check call this week
CUST_04317,0.5217,1,HIGH,79,41.21,Schedule health-check call this week
CUST_01188,0.5216,1,HIGH,29,15.13,Schedule health-check call this week
CUST_03466,0.5211,1,HIGH,79,41.17,Schedule health-check call this week
CUST_01674,0.521,1,HIGH,29,15.11,Schedule health-check call this week
CUST_00701,0.5209,1,HIGH,79,41.15,Schedule health-check call this week
CUST_02563,0.5208,1,HIGH,199,103.63,Schedule health-check call this week
CUST_03979,0.5204,1,HIGH,29,15.09,Schedule health-check call this week
CUST_01907,0.5203,1,HIGH,199,103.55,Schedule health-check call this week
CUST_04916,0.5198,1,HIGH,29,15.07,Schedule health-check call this week
CUST_03587,0.5197,1,HIGH,199,103.42,Schedule health-check call this week
CUST_02439,0.5197,1,HIGH,29,15.07,Schedule health-check call this week
CUST_00631,0.5194,1,HIGH,79,41.04,Schedule health-check call this week
CUST_04438,0.5192,1,HIGH,29,15.06,Schedule health-check call this week
CUST_00027,0.5192,1,HIGH,29,15.06,Schedule health-check call this week
CUST_04615,0.5187,1,HIGH,199,103.23,Schedule health-check call this week
CUST_03508,0.5186,1,HIGH,499,258.76,Schedule health-check call this week
CUST_01400,0.5186,1,HIGH,199,103.2,Schedule health-check call this week
CUST_04744,0.5185,1,HIGH,29,15.04,Schedule health-check call this week
CUST_02251,0.5182,1,HIGH,499,258.61,Schedule health-check call this week
CUST_01578,0.5181,1,HIGH,79,40.93,Schedule health-check call this week
CUST_04642,0.5174,1,HIGH,29,15.01,Schedule health-check call this week
CUST_01509,0.5173,1,HIGH,199,102.94,Schedule health-check call this week
CUST_02987,0.5171,1,HIGH,79,40.85,Schedule health-check call this week
CUST_01470,0.517,1,HIGH,199,102.88,Schedule health-check call this week
CUST_03380,0.5169,1,HIGH,79,40.84,Schedule health-check call this week
CUST_01876,0.5168,1,HIGH,29,14.99,Schedule health-check call this week
CUST_01652,0.516,1,HIGH,29,14.96,Schedule health-check call this week
CUST_04376,0.5159,1,HIGH,199,102.66,Schedule health-check call this week
CUST_02657,0.5158,1,HIGH,199,102.65,Schedule health-check call this week
CUST_04229,0.5158,1,HIGH,199,102.65,Schedule health-check call this week
CUST_00944,0.5154,1,HIGH,499,257.21,Schedule health-check call this week
CUST_01045,0.5148,1,HIGH,199,102.45,Schedule health-check call this week
CUST_01036,0.5142,1,HIGH,199,102.33,Schedule health-check call this week
CUST_04403,0.5139,1,HIGH,29,14.9,Schedule health-check call this week
CUST_00358,0.5133,1,HIGH,199,102.15,Schedule health-check call this week
CUST_03071,0.5126,1,HIGH,79,40.5,Schedule health-check call this week
CUST_04551,0.5123,1,HIGH,499,255.61,Schedule health-check call this week
CUST_03145,0.512,1,HIGH,29,14.85,Schedule health-check call this week
CUST_01267,0.5118,1,HIGH,29,14.84,Schedule health-check call this week
CUST_04108,0.5118,1,HIGH,29,14.84,Schedule health-check call this week
CUST_02622,0.5115,1,HIGH,29,14.83,Schedule health-check call this week
CUST_01751,0.5105,1,HIGH,79,40.33,Schedule health-check call this week
CUST_01577,0.5095,1,HIGH,29,14.78,Schedule health-check call this week
CUST_01205,0.5091,1,HIGH,499,254.05,Schedule health-check call this week
CUST_03004,0.5089,1,HIGH,79,40.2,Schedule health-check call this week
CUST_03992,0.5087,1,HIGH,29,14.75,Schedule health-check call this week
CUST_01488,0.5087,1,HIGH,79,40.19,Schedule health-check call this week
CUST_02238,0.5087,1,HIGH,199,101.24,Schedule health-check call this week
CUST_04462,0.5077,1,HIGH,199,101.03,Schedule health-check call this week
CUST_01679,0.5077,1,HIGH,79,40.11,Schedule health-check call this week
CUST_01583,0.5076,1,HIGH,29,14.72,Schedule health-check call this week
CUST_04782,0.5076,1,HIGH,199,101.02,Schedule health-check call this week
CUST_01417,0.5075,1,HIGH,499,253.22,Schedule health-check call this week
CUST_02438,0.5075,1,HIGH,29,14.72,Schedule health-check call this week
CUST_01767,0.5074,1,HIGH,29,14.71,Schedule health-check call this week
CUST_03489,0.5073,1,HIGH,29,14.71,Schedule health-check call this week
CUST_02648,0.5072,1,HIGH,29,14.71,Schedule health-check call this week
CUST_00045,0.5068,1,HIGH,79,40.04,Schedule health-check call this week
CUST_02442,0.5063,1,HIGH,29,14.68,Schedule health-check call this week
CUST_03595,0.5057,1,HIGH,79,39.95,Schedule health-check call this week
CUST_03868,0.5056,1,HIGH,79,39.94,Schedule health-check call this week
CUST_03160,0.5053,1,HIGH,499,252.17,Schedule health-check call this week
CUST_01140,0.5048,1,HIGH,79,39.88,Schedule health-check call this week
CUST_00305,0.5048,1,HIGH,79,39.88,Schedule health-check call this week
CUST_02997,0.5044,1,HIGH,79,39.85,Schedule health-check call this week
CUST_00428,0.5044,1,HIGH,199,100.38,Schedule health-check call this week
CUST_00733,0.5043,1,HIGH,79,39.84,Schedule health-check call this week
CUST_03673,0.5039,1,HIGH,29,14.61,Schedule health-check call this week
CUST_04189,0.5036,1,HIGH,199,100.22,Schedule health-check call this week
CUST_01434,0.5034,1,HIGH,199,100.17,Schedule health-check call this week
CUST_00604,0.5027,1,HIGH,29,14.58,Schedule health-check call this week
CUST_01727,0.5027,1,HIGH,29,14.58,Schedule health-check call this week
CUST_00041,0.5024,1,HIGH,79,39.69,Schedule health-check call this week
CUST_04103,0.5024,1,HIGH,199,99.98,Schedule health-check call this week
CUST_02252,0.5024,1,HIGH,29,14.57,Schedule health-check call this week
CUST_04053,0.5023,1,HIGH,29,14.57,Schedule health-check call this week
CUST_04373,0.5021,1,HIGH,199,99.91,Schedule health-check call this week
CUST_00370,0.5018,1,HIGH,79,39.64,Schedule health-check call this week
CUST_04039,0.5016,1,HIGH,29,14.55,Schedule health-check call this week
CUST_03397,0.5015,1,HIGH,79,39.62,Schedule health-check call this week
CUST_01517,0.5012,1,HIGH,199,99.73,Schedule health-check call this week
CUST_02470,0.5009,1,HIGH,199,99.68,Schedule health-check call this week
CUST_01620,0.5007,1,HIGH,29,14.52,Schedule health-check call this week
CUST_00731,0.5004,1,HIGH,79,39.53,Schedule health-check call this week
CUST_03588,0.5002,1,HIGH,79,39.52,Schedule health-check call this week
CUST_04866,0.5002,1,HIGH,79,39.52,Schedule health-check call this week
CUST_04133,0.5,1,HIGH,29,14.5,Schedule health-check call this week
CUST_01392,0.5,1,HIGH,199,99.5,Schedule health-check call this week
CUST_03603,0.4993,1,HIGH,29,14.48,Schedule health-check call this week
CUST_01523,0.4992,1,HIGH,29,14.48,Schedule health-check call this week
CUST_03133,0.4989,1,HIGH,79,39.42,Schedule health-check call this week
CUST_02463,0.4989,1,HIGH,79,39.41,Schedule health-check call this week
CUST_02228,0.4988,1,HIGH,499,248.88,Schedule health-check call this week
CUST_00987,0.4985,1,HIGH,499,248.75,Schedule health-check call this week
CUST_02711,0.4985,1,HIGH,79,39.38,Schedule health-check call this week
CUST_01756,0.4985,1,HIGH,199,99.21,Schedule health-check call this week
CUST_04627,0.4979,1,HIGH,199,99.08,Schedule health-check call this week
CUST_03655,0.4978,1,HIGH,79,39.32,Schedule health-check call this week
CUST_04638,0.4966,1,HIGH,79,39.23,Schedule health-check call this week
CUST_03756,0.4964,1,HIGH,29,14.4,Schedule health-check call this week
CUST_03170,0.4963,1,HIGH,199,98.77,Schedule health-check call this week
CUST_01819,0.4959,1,HIGH,199,98.69,Schedule health-check call this week
CUST_01148,0.4956,1,HIGH,79,39.15,Schedule health-check call this week
CUST_04954,0.4955,1,HIGH,29,14.37,Schedule health-check call this week
CUST_01624,0.4955,1,HIGH,199,98.6,Schedule health-check call this week
CUST_00182,0.4954,1,HIGH,29,14.37,Schedule health-check call this week
CUST_03031,0.4949,1,HIGH,79,39.1,Schedule health-check call this week
CUST_00373,0.4947,1,HIGH,199,98.44,Schedule health-check call this week
CUST_00260,0.4944,1,HIGH,29,14.34,Schedule health-check call this week
CUST_03997,0.4943,1,HIGH,499,246.65,Schedule health-check call this week
CUST_03609,0.4942,1,HIGH,199,98.35,Schedule health-check call this week
CUST_00270,0.4937,1,HIGH,29,14.32,Schedule health-check call this week
CUST_01927,0.4935,1,HIGH,79,38.98,Schedule health-check call this week
CUST_02655,0.4932,1,HIGH,199,98.15,Schedule health-check call this week
CUST_01291,0.493,1,HIGH,79,38.95,Schedule health-check call this week
CUST_02104,0.4926,1,HIGH,29,14.28,Schedule health-check call this week
CUST_02412,0.4926,1,HIGH,29,14.29,Schedule health-check call this week
CUST_02637,0.4922,1,HIGH,79,38.88,Schedule health-check call this week
CUST_02304,0.492,1,HIGH,29,14.27,Schedule health-check call this week
CUST_04956,0.4909,1,HIGH,199,97.69,Schedule health-check call this week
CUST_01348,0.4908,1,HIGH,79,38.77,Schedule health-check call this week
CUST_02051,0.4907,1,HIGH,79,38.77,Schedule health-check call this week
CUST_02943,0.4898,1,HIGH,29,14.2,Schedule health-check call this week
CUST_03562,0.4898,1,HIGH,199,97.46,Schedule health-check call this week
CUST_03018,0.4898,1,HIGH,79,38.69,Schedule health-check call this week
CUST_01207,0.4897,1,HIGH,29,14.2,Schedule health-check call this week
CUST_00603,0.4897,1,HIGH,199,97.46,Schedule health-check call this week
CUST_00526,0.4897,1,HIGH,79,38.69,Schedule health-check call this week
CUST_04267,0.4896,1,HIGH,29,14.2,Schedule health-check call this week
CUST_00995,0.4893,1,HIGH,199,97.37,Schedule health-check call this week
CUST_00203,0.4891,1,HIGH,199,97.34,Schedule health-check call this week
CUST_02247,0.4886,1,HIGH,199,97.23,Schedule health-check call this week
CUST_02033,0.4885,1,HIGH,79,38.59,Schedule health-check call this week
CUST_01670,0.4881,1,HIGH,29,14.15,Schedule health-check call this week
CUST_01587,0.4881,1,HIGH,29,14.16,Schedule health-check call this week
CUST_02120,0.4876,1,HIGH,499,243.33,Schedule health-check call this week
CUST_03103,0.4873,1,HIGH,29,14.13,Schedule health-check call this week
CUST_04101,0.4871,1,HIGH,199,96.93,Schedule health-check call this week
CUST_02625,0.4871,1,HIGH,199,96.93,Schedule health-check call this week
CUST_04167,0.4869,1,HIGH,29,14.12,Schedule health-check call this week
CUST_01783,0.4867,1,HIGH,29,14.11,Schedule health-check call this week
CUST_00922,0.4863,1,HIGH,29,14.1,Schedule health-check call this week
CUST_02200,0.4863,1,HIGH,79,38.42,Schedule health-check call this week
CUST_04485,0.4857,1,HIGH,79,38.37,Schedule health-check call this week
CUST_04604,0.4856,1,HIGH,199,96.63,Schedule health-check call this week
CUST_03188,0.4856,1,HIGH,79,38.36,Schedule health-check call this week
CUST_03323,0.4855,1,HIGH,79,38.35,Schedule health-check call this week
CUST_00599,0.4846,1,HIGH,199,96.43,Schedule health-check call this week
CUST_01952,0.4846,1,HIGH,79,38.29,Schedule health-check call this week
CUST_01761,0.4843,1,HIGH,29,14.05,Schedule health-check call this week
CUST_02597,0.484,1,HIGH,29,14.04,Schedule health-check call this week
CUST_03555,0.4838,1,HIGH,199,96.28,Schedule health-check call this week
CUST_00864,0.4832,1,HIGH,199,96.16,Schedule health-check call this week
CUST_01335,0.4828,1,HIGH,199,96.07,Schedule health-check call this week
CUST_00081,0.4824,1,HIGH,29,13.99,Schedule health-check call this week
CUST_04446,0.4823,1,HIGH,499,240.65,Schedule health-check call this week
CUST_02156,0.4822,1,HIGH,79,38.09,Schedule health-check call this week
CUST_00420,0.4816,1,HIGH,29,13.97,Schedule health-check call this week
CUST_01273,0.4813,1,HIGH,79,38.03,Schedule health-check call this week
CUST_00162,0.4806,1,HIGH,29,13.94,Schedule health-check call this week
CUST_00426,0.4803,1,HIGH,499,239.69,Schedule health-check call this week
CUST_01888,0.48,1,HIGH,29,13.92,Schedule health-check call this week
CUST_00206,0.48,1,HIGH,199,95.52,Schedule health-check call this week
CUST_00489,0.4796,1,HIGH,499,239.3,Schedule health-check call this week
CUST_00174,0.4791,1,HIGH,79,37.85,Schedule health-check call this week
CUST_04202,0.4788,1,HIGH,79,37.83,Schedule health-check call this week
CUST_01568,0.4787,1,HIGH,79,37.82,Schedule health-check call this week
CUST_00238,0.4787,1,HIGH,29,13.88,Schedule health-check call this week
CUST_03986,0.4786,1,HIGH,79,37.81,Schedule health-check call this week
CUST_04089,0.4785,1,HIGH,79,37.8,Schedule health-check call this week
CUST_02333,0.4782,1,HIGH,79,37.78,Schedule health-check call this week
CUST_04659,0.4775,1,HIGH,199,95.01,Schedule health-check call this week
CUST_04261,0.4774,1,HIGH,79,37.72,Schedule health-check call this week
CUST_02779,0.477,1,HIGH,79,37.68,Schedule health-check call this week
CUST_01746,0.4766,1,HIGH,199,94.84,Schedule health-check call this week
CUST_03081,0.476,1,HIGH,29,13.81,Schedule health-check call this week
CUST_00429,0.4758,1,HIGH,199,94.68,Schedule health-check call this week
CUST_00060,0.4757,1,HIGH,499,237.37,Schedule health-check call this week
CUST_01698,0.4757,1,HIGH,199,94.67,Schedule health-check call this week
CUST_03504,0.4754,1,HIGH,29,13.79,Schedule health-check call this week
CUST_04570,0.4752,1,HIGH,79,37.54,Schedule health-check call this week
CUST_01607,0.4751,1,HIGH,79,37.54,Schedule health-check call this week
CUST_02917,0.4748,1,HIGH,29,13.77,Schedule health-check call this week
CUST_00639,0.4748,1,HIGH,29,13.77,Schedule health-check call this week
CUST_04831,0.4745,1,HIGH,199,94.43,Schedule health-check call this week
CUST_00542,0.4743,1,HIGH,199,94.38,Schedule health-check call this week
CUST_04567,0.474,1,HIGH,199,94.33,Schedule health-check call this week
CUST_04515,0.4739,1,HIGH,29,13.74,Schedule health-check call this week
CUST_04286,0.4737,1,HIGH,79,37.43,Schedule health-check call this week
CUST_01370,0.4734,1,HIGH,199,94.21,Schedule health-check call this week
CUST_04058,0.4733,1,HIGH,29,13.73,Schedule health-check call this week
CUST_01054,0.4726,1,HIGH,199,94.05,Schedule health-check call this week
CUST_00503,0.4721,1,HIGH,79,37.29,Schedule health-check call this week
CUST_00699,0.4719,1,HIGH,29,13.68,Schedule health-check call this week
CUST_01095,0.4719,1,HIGH,199,93.91,Schedule health-check call this week
CUST_03451,0.4717,1,HIGH,29,13.68,Schedule health-check call this week
CUST_03226,0.4716,1,HIGH,79,37.26,Schedule health-check call this week
CUST_04192,0.4714,1,HIGH,499,235.21,Schedule health-check call this week
CUST_01388,0.4713,1,HIGH,29,13.67,Schedule health-check call this week
CUST_01134,0.4712,1,HIGH,29,13.66,Schedule health-check call this week
CUST_01994,0.471,1,HIGH,499,235.03,Schedule health-check call this week
CUST_00730,0.4709,1,HIGH,199,93.72,Schedule health-check call this week
CUST_04284,0.4706,1,HIGH,199,93.66,Schedule health-check call this week
CUST_03025,0.47,1,HIGH,79,37.13,Schedule health-check call this week
CUST_02123,0.4697,1,HIGH,199,93.46,Schedule health-check call this week
CUST_00697,0.4697,1,HIGH,79,37.11,Schedule health-check call this week
CUST_01344,0.4693,1,HIGH,79,37.08,Schedule health-check call this week
CUST_00249,0.4693,1,HIGH,79,37.07,Schedule health-check call this week
CUST_01277,0.4692,1,HIGH,79,37.06,Schedule health-check call this week
CUST_03832,0.4689,1,HIGH,199,93.31,Schedule health-check call this week
CUST_02999,0.4686,1,HIGH,29,13.59,Schedule health-check call this week
CUST_04386,0.4686,1,HIGH,499,233.82,Schedule health-check call this week
CUST_00907,0.4685,1,HIGH,199,93.24,Schedule health-check call this week
CUST_03952,0.4683,1,HIGH,29,13.58,Schedule health-check call this week
CUST_04897,0.4682,1,HIGH,199,93.17,Schedule health-check call this week
CUST_03571,0.4681,1,HIGH,79,36.98,Schedule health-check call this week
CUST_03800,0.4673,1,HIGH,199,93.0,Schedule health-check call this week
CUST_02670,0.4672,1,HIGH,199,92.97,Schedule health-check call this week
CUST_02860,0.4671,1,HIGH,29,13.55,Schedule health-check call this week
CUST_01464,0.4671,1,HIGH,199,92.96,Schedule health-check call this week
CUST_02862,0.4666,1,HIGH,29,13.53,Schedule health-check call this week
CUST_00289,0.4666,1,HIGH,199,92.84,Schedule health-check call this week
CUST_01882,0.4663,1,HIGH,29,13.52,Schedule health-check call this week
CUST_00414,0.4662,1,HIGH,29,13.52,Schedule health-check call this week
CUST_00562,0.4656,1,HIGH,29,13.5,Schedule health-check call this week
CUST_01070,0.4656,1,HIGH,499,232.36,Schedule health-check call this week
CUST_00392,0.4656,1,HIGH,199,92.65,Schedule health-check call this week
CUST_03818,0.4651,1,HIGH,79,36.74,Schedule health-check call this week
CUST_04323,0.465,1,HIGH,79,36.74,Schedule health-check call this week
CUST_01622,0.465,1,HIGH,79,36.73,Schedule health-check call this week
CUST_01228,0.4649,1,HIGH,199,92.52,Schedule health-check call this week
CUST_04520,0.4647,1,HIGH,29,13.48,Schedule health-check call this week
CUST_04425,0.4642,1,HIGH,199,92.38,Schedule health-check call this week
CUST_03502,0.4639,0,HIGH,29,13.45,Schedule health-check call this week
CUST_03716,0.4638,0,HIGH,79,36.64,Schedule health-check call this week
CUST_03687,0.4632,0,HIGH,29,13.43,Schedule health-check call this week
CUST_00166,0.4631,0,HIGH,29,13.43,Schedule health-check call this week
CUST_01483,0.4631,0,HIGH,29,13.43,Schedule health-check call this week
CUST_03182,0.4628,0,HIGH,29,13.42,Schedule health-check call this week
CUST_01024,0.4628,0,HIGH,29,13.42,Schedule health-check call this week
CUST_04922,0.4628,0,HIGH,79,36.56,Schedule health-check call this week
CUST_04774,0.4625,0,HIGH,199,92.04,Schedule health-check call this week
CUST_00055,0.4622,0,HIGH,199,91.97,Schedule health-check call this week
CUST_02415,0.4621,0,HIGH,79,36.5,Schedule health-check call this week
CUST_04788,0.4621,0,HIGH,79,36.51,Schedule health-check call this week
CUST_02319,0.4619,0,HIGH,499,230.5,Schedule health-check call this week
CUST_02539,0.4618,0,HIGH,79,36.48,Schedule health-check call this week
CUST_00505,0.4618,0,HIGH,29,13.39,Schedule health-check call this week
CUST_00427,0.4616,0,HIGH,29,13.39,Schedule health-check call this week
CUST_04633,0.4616,0,HIGH,199,91.87,Schedule health-check call this week
CUST_03268,0.4615,0,HIGH,79,36.46,Schedule health-check call this week
CUST_04097,0.4614,0,HIGH,29,13.38,Schedule health-check call this week
CUST_01377,0.4614,0,HIGH,199,91.82,Schedule health-check call this week
CUST_00800,0.461,0,HIGH,29,13.37,Schedule health-check call this week
CUST_01144,0.4609,0,HIGH,199,91.71,Schedule health-check call this week
CUST_00214,0.4606,0,HIGH,79,36.39,Schedule health-check call this week
CUST_02408,0.4605,0,HIGH,29,13.36,Schedule health-check call this week
CUST_01129,0.4605,0,HIGH,29,13.35,Schedule health-check call this week
CUST_03717,0.4605,0,HIGH,199,91.64,Schedule health-check call this week
CUST_03608,0.4604,0,HIGH,79,36.37,Schedule health-check call this week
CUST_03429,0.4603,0,HIGH,29,13.35,Schedule health-check call this week
CUST_00296,0.4589,0,HIGH,79,36.25,Schedule health-check call this week
CUST_00877,0.4589,0,HIGH,199,91.32,Schedule health-check call this week
CUST_03342,0.4589,0,HIGH,29,13.31,Schedule health-check call this week
CUST_00976,0.4587,0,HIGH,29,13.3,Schedule health-check call this week
CUST_00675,0.4587,0,HIGH,29,13.3,Schedule health-check call this week
CUST_04578,0.4586,0,HIGH,29,13.3,Schedule health-check call this week
CUST_04653,0.4584,0,HIGH,29,13.29,Schedule health-check call this week
CUST_01376,0.4583,0,HIGH,199,91.21,Schedule health-check call this week
CUST_02132,0.4574,0,HIGH,199,91.02,Schedule health-check call this week
CUST_03859,0.4573,0,HIGH,79,36.13,Schedule health-check call this week
CUST_01366,0.4573,0,HIGH,79,36.12,Schedule health-check call this week
CUST_00791,0.4572,0,HIGH,199,90.99,Schedule health-check call this week
CUST_04504,0.4572,0,HIGH,79,36.12,Schedule health-check call this week
CUST_03152,0.457,0,HIGH,29,13.25,Schedule health-check call this week
CUST_03286,0.4567,0,HIGH,79,36.08,Schedule health-check call this week
CUST_03037,0.4562,0,HIGH,199,90.78,Schedule health-check call this week
CUST_00601,0.4561,0,HIGH,29,13.23,Schedule health-check call this week
CUST_01848,0.4558,0,HIGH,79,36.01,Schedule health-check call this week
CUST_00797,0.4554,0,HIGH,499,227.23,Schedule health-check call this week
CUST_02501,0.4552,0,HIGH,199,90.59,Schedule health-check call this week
CUST_01753,0.4546,0,HIGH,29,13.18,Schedule health-check call this week
CUST_04235,0.4537,0,HIGH,79,35.84,Schedule health-check call this week
CUST_03246,0.4535,0,HIGH,29,13.15,Schedule health-check call this week
CUST_01387,0.4534,0,HIGH,199,90.22,Schedule health-check call this week
CUST_00804,0.4534,0,HIGH,79,35.82,Schedule health-check call this week
CUST_00533,0.4531,0,HIGH,199,90.17,Schedule health-check call this week
CUST_03069,0.4528,0,HIGH,79,35.77,Schedule health-check call this week
CUST_00002,0.4525,0,HIGH,199,90.05,Schedule health-check call this week
CUST_00298,0.452,0,HIGH,79,35.71,Schedule health-check call this week
CUST_02308,0.4518,0,HIGH,199,89.91,Schedule health-check call this week
CUST_00920,0.4516,0,HIGH,29,13.1,Schedule health-check call this week
CUST_02216,0.4516,0,HIGH,79,35.67,Schedule health-check call this week
CUST_00867,0.4514,0,HIGH,29,13.09,Schedule health-check call this week
CUST_02012,0.4511,0,HIGH,29,13.08,Schedule health-check call this week
CUST_03898,0.4508,0,HIGH,29,13.07,Schedule health-check call this week
CUST_00718,0.4504,0,HIGH,29,13.06,Schedule health-check call this week
CUST_04161,0.4503,0,HIGH,79,35.57,Schedule health-check call this week
CUST_02728,0.4503,0,HIGH,499,224.68,Schedule health-check call this week
CUST_01579,0.4502,0,HIGH,79,35.57,Schedule health-check call this week
CUST_04388,0.4502,0,HIGH,79,35.56,Schedule health-check call this week
CUST_00706,0.4501,0,HIGH,199,89.57,Schedule health-check call this week
CUST_02416,0.4501,0,HIGH,29,13.05,Schedule health-check call this week
CUST_00080,0.4498,0,MEDIUM,29,13.04,Send engagement email + feature tips
CUST_03331,0.4497,0,MEDIUM,79,35.52,Send engagement email + feature tips
CUST_01337,0.4497,0,MEDIUM,29,13.04,Send engagement email + feature tips
CUST_03357,0.4497,0,MEDIUM,79,35.53,Send engagement email + feature tips
CUST_01541,0.4496,0,MEDIUM,199,89.46,Send engagement email + feature tips
CUST_00316,0.4495,0,MEDIUM,29,13.03,Send engagement email + feature tips
CUST_01521,0.4493,0,MEDIUM,29,13.03,Send engagement email + feature tips
CUST_02781,0.4486,0,MEDIUM,29,13.01,Send engagement email + feature tips
CUST_02273,0.4484,0,MEDIUM,29,13.0,Send engagement email + feature tips
CUST_00241,0.4482,0,MEDIUM,79,35.41,Send engagement email + feature tips
CUST_02826,0.4482,0,MEDIUM,499,223.67,Send engagement email + feature tips
CUST_02890,0.4462,0,MEDIUM,29,12.94,Send engagement email + feature tips
CUST_03896,0.4461,0,MEDIUM,29,12.94,Send engagement email + feature tips
CUST_04918,0.4461,0,MEDIUM,29,12.94,Send engagement email + feature tips
CUST_01424,0.4456,0,MEDIUM,79,35.2,Send engagement email + feature tips
CUST_02940,0.4456,0,MEDIUM,79,35.2,Send engagement email + feature tips
CUST_01068,0.4454,0,MEDIUM,29,12.92,Send engagement email + feature tips
CUST_00076,0.4452,0,MEDIUM,79,35.17,Send engagement email + feature tips
CUST_01257,0.4449,0,MEDIUM,199,88.54,Send engagement email + feature tips
CUST_04963,0.4448,0,MEDIUM,79,35.14,Send engagement email + feature tips
CUST_02749,0.4447,0,MEDIUM,199,88.5,Send engagement email + feature tips
CUST_00221,0.4445,0,MEDIUM,79,35.11,Send engagement email + feature tips
CUST_01086,0.4444,0,MEDIUM,199,88.44,Send engagement email + feature tips
CUST_00904,0.4435,0,MEDIUM,29,12.86,Send engagement email + feature tips
CUST_03438,0.443,0,MEDIUM,79,35.0,Send engagement email + feature tips
CUST_00069,0.4428,0,MEDIUM,29,12.84,Send engagement email + feature tips
CUST_00646,0.4424,0,MEDIUM,29,12.83,Send engagement email + feature tips
CUST_00433,0.4423,0,MEDIUM,29,12.83,Send engagement email + feature tips
CUST_00419,0.4422,0,MEDIUM,29,12.82,Send engagement email + feature tips
